leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
4,25,46,28,-0.49499999999999966,-0.2649999999999999,0.07071067811865477,1.477817459305203
4,26,46,29,-0.49499999999999966,-0.21499999999999986,0.05,1.527817459305203
4,27,45,30,-0.5449999999999999,-0.1649999999999998,0.07071067811865477,1.5985281374238578
4,28,44,31,-0.5949999999999998,-0.11499999999999977,0.07071067811865477,1.6692388155425126
4,29,43,31,-0.6449999999999996,-0.11499999999999977,0.05,1.7192388155425127
4,30,42,32,-0.6949999999999998,-0.06499999999999995,0.07071067811865477,1.7899494936611675
4,31,41,32,-0.7449999999999997,-0.06499999999999995,0.05,1.8399494936611676
4,32,40,32,-0.7949999999999999,-0.06499999999999995,0.05,1.8899494936611676
4,33,39,33,-0.8449999999999998,-0.014999999999999902,0.07071067811865477,1.9606601717798224
4,34,38,33,-0.8949999999999998,-0.014999999999999902,0.05,2.0106601717798225
4,35,37,33,-0.9449999999999998,-0.014999999999999902,0.05,2.0606601717798223
4,36,36,32,-0.9949999999999997,-0.06499999999999995,0.07071067811865477,2.131370849898477
4,37,35,32,-1.0449999999999997,-0.06499999999999995,0.05,2.1813708498984767
4,38,34,32,-1.0949999999999998,-0.06499999999999995,0.05,2.2313708498984766
4,39,33,31,-1.1449999999999998,-0.11499999999999977,0.07071067811865477,2.302081528017131
4,40,32,31,-1.1949999999999998,-0.11499999999999977,0.05,2.352081528017131
4,41,31,30,-1.2449999999999997,-0.1649999999999998,0.07071067811865477,2.4227922061357856
4,42,30,29,-1.2949999999999997,-0.21499999999999986,0.07071067811865477,2.49350288425444
4,43,30,28,-1.2949999999999997,-0.2649999999999999,0.05,2.54350288425444
4,44,29,27,-1.3449999999999998,-0.31499999999999995,0.07071067811865477,2.6142135623730947
4,45,29,26,-1.3449999999999998,-0.36499999999999977,0.05,2.6642135623730945
4,46,29,25,-1.3449999999999998,-0.4149999999999998,0.05,2.7142135623730943
4,47,28,24,-1.3949999999999998,-0.46499999999999986,0.07071067811865477,2.784924240491749
4,48,28,23,-1.3949999999999998,-0.5149999999999999,0.05,2.8349242404917487
4,49,28,22,-1.3949999999999998,-0.565,0.05,2.8849242404917486
4,50,29,22,-1.3449999999999998,-0.565,0.05,2.9349242404917484
5,0,29,22,-1.3449999999999998,-0.565,0.0,0.0
5,1,28,22,-1.3949999999999998,-0.565,0.05,0.05
5,2,28,23,-1.3949999999999998,-0.5149999999999999,0.05,0.1
5,3,28,24,-1.3949999999999998,-0.46499999999999986,0.05,0.15000000000000002
5,4,28,25,-1.3949999999999998,-0.4149999999999998,0.05,0.2
5,5,28,26,-1.3949999999999998,-0.36499999999999977,0.05,0.25
5,6,28,27,-1.3949999999999998,-0.31499999999999995,0.05,0.3
5,7,28,28,-1.3949999999999998,-0.2649999999999999,0.05,0.35
5,8,28,29,-1.3949999999999998,-0.21499999999999986,0.05,0.39999999999999997
5,9,28,30,-1.3949999999999998,-0.1649999999999998,0.05,0.44999999999999996
5,10,28,31,-1.3949999999999998,-0.11499999999999977,0.05,0.49999999999999994
5,11,28,32,-1.3949999999999998,-0.06499999999999995,0.05,0.5499999999999999
5,12,27,33,-1.4449999999999998,-0.014999999999999902,0.07071067811865477,0.6207106781186547
5,13,26,34,-1.4949999999999997,0.03500000000000014,0.07071067811865477,0.6914213562373094
5,14,25,35,-1.5449999999999997,0.08500000000000019,0.07071067811865477,0.7621320343559641
5,15,24,36,-1.5949999999999998,0.13500000000000023,0.07071067811865477,0.8328427124746188
5,16,23,37,-1.6449999999999998,0.18500000000000005,0.07071067811865477,0.9035533905932736
5,17,22,38,-1.6949999999999998,0.2350000000000001,0.07071067811865477,0.9742640687119283
5,18,22,39,-1.6949999999999998,0.28500000000000014,0.05,1.0242640687119282
5,19,22,40,-1.6949999999999998,0.33499999999999996,0.05,1.0742640687119283
5,20,21,41,-1.7449999999999999,0.38500000000000023,0.07071067811865477,1.144974746830583
5,21,21,42,-1.7449999999999999,0.43500000000000005,0.05,1.1949747468305831
5,22,20,43,-1.7949999999999997,0.4850000000000003,0.07071067811865477,1.265685424949238
5,23,20,44,-1.7949999999999997,0.5350000000000001,0.05,1.315685424949238
5,24,20,45,-1.7949999999999997,0.585,0.05,1.365685424949238
5,25,20,46,-1.7949999999999997,0.6350000000000002,0.05,1.415685424949238
